,review_content,rating
1225,  Excellent but costly,4.0 out of 5 stars
1226,  Been using it for over 6 Months now. Works like a charm - fast and accurate! Value for Money!,5.0 out of 5 stars
1227,  Nice product.,5.0 out of 5 stars
1228,  Getting good performance 👍💪👍👌,5.0 out of 5 stars
1229,  NiceStorage capacity 55gb/64gbPrice is very low comparison to other company.It is easy to install in mobile.,4.0 out of 5 stars
1230,"  As always samsung provided best SD card,It's gives impressive read and write speed.",5.0 out of 5 stars
1231,  Useful product.,5.0 out of 5 stars
1232,  Read speed is terrific. Write speed isn't that great. Can record 4k though.,4.0 out of 5 stars
1233,  After 85gb+ my camera starts giving warning about card failure or memory not sufficient and like that.,4.0 out of 5 stars
1234,  Great purchase.... Worth the money,5.0 out of 5 stars
1235,  Good quality product,4.0 out of 5 stars
1236,  Very easy to install and value for money.,4.0 out of 5 stars
1237,  Thanks for Amazon for delivering with in 1 day Best in class value for money,5.0 out of 5 stars
1238,  Nice and quality product. At reasonable prices on offer.,4.0 out of 5 stars
1239,"  It's a really good, fast enough memory card for smartphones, camcorders etc. It is reliable.",4.0 out of 5 stars
1240,  Very good. Speed also higher than sandisk.,5.0 out of 5 stars
1241,  No complaint against this product.,5.0 out of 5 stars
1242,  Original..Good quality...,5.0 out of 5 stars
1243,"  It's working as expected, but the the storage size I got was 119 GB",5.0 out of 5 stars
1244,  Very good product,5.0 out of 5 stars
1245,  4 card i have purchased . All prrforming best. First one almost 2 years before.,5.0 out of 5 stars
1246,  Neede that for stupid Zoom H1n limitation,5.0 out of 5 stars
1247,  Very good product easy to install provides 28.5gb of storage very good product at reasonablr price after 1 year use it is perfect not corrupted yet and eorking fine,5.0 out of 5 stars
1248,  It's made in China. Amazon.in has not mentioned the origin of this product on the webpage.,1.0 out of 5 stars
1249,"  Got corrupted in about 2 months. Cant format it now and seems to be useless. My phone stopped booting randomly, when removed this card worked just fine. Was my first Samsung card and now will be last. Lost important files and photos.",1.0 out of 5 stars
1250,"  Third class memory card. showing ,corrupted memory card.my all photos and documents has been lost.",1.0 out of 5 stars
1251,  It's only 29. Something storage which is good in 32GB storage,5.0 out of 5 stars
1252,"  The product is good, speed is  fine .im not sure if it transfers in 95mbps but the speed is better than the normal ones in the 3.0 USB port.",4.0 out of 5 stars
1253,  Thank you Amazon. Value for money card at a great price,5.0 out of 5 stars
1254,  Good deal,5.0 out of 5 stars
1255,  Excellent,5.0 out of 5 stars
1256,  The card was genuine but i don't know when i play a songs in my mi a1 which has the capacity of running128 gb memory card the song was just getting stuck in between.,3.0 out of 5 stars
1257,  Do not buy ....fake not original,1.0 out of 5 stars
1258,  Work fine,5.0 out of 5 stars
1259,  Very nice product,3.0 out of 5 stars
1260,  Excellent product. 5 star,5.0 out of 5 stars
1261,  The speed of transfer is fast and that is what was needed,5.0 out of 5 stars
1262,"  Bought this item twice for different phones. No need to think before buying this product. Blindly buy it, it's that good.",5.0 out of 5 stars
1263,"  I have received a duplicate memory card , this is made in China . Mostly samsung memory cards are made in philippines.",1.0 out of 5 stars
1264,  I got it from my mobile and it's working fine.,5.0 out of 5 stars
1265,  Poor quality product,2.0 out of 5 stars
1266,  HELP MY PHONE TO WORKIN FAST. MY FOR ME. MAY ALSO FOR OTHERS. I AM HAPPY WITH THIS,5.0 out of 5 stars
1267,  I just use it from last 3 days... And it's perfectly fine till now...  Easy to use and it has full storage... Can't tell about durable or not because i am reviewing it only after three days..,5.0 out of 5 stars
1268,  Genuine Product. Using in my android device. Happy with it.,5.0 out of 5 stars
1269,  The best data transfer speed.....! Good packaging and fast delivery. The Genuine product.,5.0 out of 5 stars
1270,  Review after use of More than 1 yearNo problem In Memory CardWell and good 😀I bought this product for 825If Now it is less than 650 buy this awesome product 👋,5.0 out of 5 stars
1271,  Buy Now.  If you need Space.,5.0 out of 5 stars
1272,  Very Fantactic and useful product.Storage capacity excellent.,5.0 out of 5 stars
1273,  Good quality. Speed is high,5.0 out of 5 stars
1274,  Good,5.0 out of 5 stars
1275,  Amzing prodect...rocking...i use this me morey card...working so fast,5.0 out of 5 stars
1276,  Good product for your,5.0 out of 5 stars
1277,  Very good product.. i like Samsung band 10year koy problem neyhi hotha,5.0 out of 5 stars
1278,"  A very good product, good price and I always buy from Appario retail and Amazon.Fast delivery and friendly courier staff.",5.0 out of 5 stars
1279,  Speed is very low.,2.0 out of 5 stars
1280,  Its Samsung just go for it,5.0 out of 5 stars
1281,  Good speed for upload & download..,4.0 out of 5 stars
1282,  Been using it more than a month feels far and responsive,5.0 out of 5 stars
1283,  Nice,5.0 out of 5 stars
1284,  It is the good quality memory card from samsung  copying speed as promised on the advertisement you can use it in your camera for with fast shutter speed,4.0 out of 5 stars
1285,  More cost less storage,4.0 out of 5 stars
1286,  Good product prompt delivery. Am using it and have no trouble with it as of now. Good product for a good price.,5.0 out of 5 stars
1287,"  Great class 10 memory card by Samsung which is waterproof, magnetproof.The speed is amazing 95mb/s.",4.0 out of 5 stars
1288,  After few days Memory card creates thumbnail.  Photos are disable then.  😭,4.0 out of 5 stars
1289,  Nice product bought it for my Dash cam.  Till date no issue.,5.0 out of 5 stars
1290,  Write speed is 20 mbpsRead spead is 95 mbpsStay away from this product if you want to record good quality 4K video.,1.0 out of 5 stars
1291,   It's a bang for the buckIt's write and read speeds are also very good,5.0 out of 5 stars
1292,  not good not bad,3.0 out of 5 stars
1293,  Using  it for a month doesn't think there is any issue,5.0 out of 5 stars
1294,  The Maximum File Transfer Speed is 44Mb/second for videos and for other files it is 16-20Mb/sec,4.0 out of 5 stars
1295,  Excellent product from the seller packaging was nice and I have four evo plus cards and the service from Samsung is nice I had changed many times damaged  cards from service centres.,5.0 out of 5 stars
1296,  Value for moneyEasy to install,4.0 out of 5 stars
1297,  Great product........,5.0 out of 5 stars
1298,  👍satisfactorily product,4.0 out of 5 stars
1299,"  Adapter is not working from 1st day. Memory card is only supported in My Redmi 4 Phone after formatting it in phone. After removing if i reinsert it, it again asks for format. It is not working without formatting after inserting in mobile.",2.0 out of 5 stars
1300,  Very nice product.Transfer speed is good,5.0 out of 5 stars
1301,  Price could be little less,5.0 out of 5 stars
1302,  Good quality but average,4.0 out of 5 stars
1303,  Amaizing product. Works fine.But On Amazion.in is written on description of a memory card is for IN (India) but actually it was APC ( don't know which country)...There was a label back side of the memory packet when I removed it there was lots of chinese words...,5.0 out of 5 stars
1304,  It's working good almost month now. But the price keep changing,4.0 out of 5 stars
1305,  Samsung is better thn sandisk or any other brand,5.0 out of 5 stars
1306,  Ideal storage capacity.,5.0 out of 5 stars
1307,  Gifted to my wife. No complain till now.,5.0 out of 5 stars
1308,  Very useful material good storage life long user..,5.0 out of 5 stars
1309,  Samsung memory cards is always best,5.0 out of 5 stars
1310,  In store the price of this memory card is to high in amazon its best value i Relly like that. You can buy if you want medium storage for your device.,4.0 out of 5 stars
1311,"  Very satisfied performance, using it since jan 2019 speed of tranfer is app. 30 mbps.Gives capacity of almost 64gbBetter product for use",5.0 out of 5 stars
1312,  The best micro sd card available. The one I ordered was defective so Amazon exchanged it at no extra cost. Thanks to Amazon and the replacement unit is too fast. Highly recommended and ni complaints 😍😍😎😎😬,5.0 out of 5 stars
1313,  Good,5.0 out of 5 stars
1314,  The best in class....A top quality product for a top most producer......Thanks to Samsung and Amazon for providing such a quality product at this price......,5.0 out of 5 stars
1315,  I bought this product in October 2017. It has a 10 years warrenty on it. But the card I bought got corrupt in less than one and a half year. I want to return this one and need a replacement.,1.0 out of 5 stars
1316,  Great for HERO 7 ha described in GoPro website.,4.0 out of 5 stars
1317,  Happy with product,5.0 out of 5 stars
1318,  Price should be 1200to 1300,5.0 out of 5 stars
1319,  Bought for my brother and he is using it for almost a year.great product from amazon.,5.0 out of 5 stars
1320,  value for money,5.0 out of 5 stars
1321,  Worst Experience  Money  Waste Of  Time.Photos and files showing Error after 1 hour my Data loss😔,1.0 out of 5 stars
1322,"  Storage is good as 119 GB Approx empty, working properly and value for money.",5.0 out of 5 stars
1323,  its Good as well with an average writing speed. I think it'll run well.,4.0 out of 5 stars
1324,  Very Good. Very very useful,5.0 out of 5 stars
1325,  Does exactly as itys supposded to. Worked fine with my Lenovo Yoga tab3.. Better to buy 16GB cheap model of any phone/tab and AUGMENT its capacity n efficiency by adding this memory card 32Gb,5.0 out of 5 stars
1326,  Nice and original product,5.0 out of 5 stars
1327,  Speed is good. Storage is good. Delivery excellent.,4.0 out of 5 stars
1328,  If it is sold by famed company does not mean it is a good product. Always disappointing me. I am done with samsung. The card got irresponsive after 60 days.,1.0 out of 5 stars
1329,  Working like a charm.,5.0 out of 5 stars
1330,"  Using in GoPro... Fast, no issues",5.0 out of 5 stars
1331,"  Totally rubbish. Its get corrupted within 2 months and I lost my all data. It is like ""chale to chand tk ya fir ghr to bhi nhi """,1.0 out of 5 stars
1332,  Good,4.0 out of 5 stars
1333,  Very good,5.0 out of 5 stars
1334,  Good... Original...,5.0 out of 5 stars
1335,  The availability of the storage give me extra space and relaxed kebto use my device with great ease.,5.0 out of 5 stars
1336,  Storage capacity is good. Reading and Writing speed is as good as expected. Very easy to install. You just have to format the card on the first time.,5.0 out of 5 stars
1337,  Received the product in estimated time.The packaging was eco-friendly.,5.0 out of 5 stars
1338,"  This product is the best quality ,since it is Samsung's product. It is better for purchase.",5.0 out of 5 stars
1339,  Very much disappointed in item.. it is shown as low space for the card when it is inserted.. nevr had such an experience frm Amazon pdts before.. really disappointed..,1.0 out of 5 stars
1340,  Great transferring speed and very cheap to buy.,5.0 out of 5 stars
1341,  Everything is perfect...ShippingPackagingOn time delivery,4.0 out of 5 stars
1342,  excellent purchase...safe and prompt delivery,5.0 out of 5 stars
1343,  Excellent product. All star.,5.0 out of 5 stars
1344,  Durability not known.Water resistance not known.Works well.,5.0 out of 5 stars
1345,  Fake product too much slow uploading speed,1.0 out of 5 stars
1346,  Value for money is not perfect. The price is a bit of high range,5.0 out of 5 stars
1347,  Best for smartphone expendable memory options,5.0 out of 5 stars
1348,  It's good..I got it for 725.. happy with this product,4.0 out of 5 stars
1349,  Corrupted it. Doesn't formatting it.,1.0 out of 5 stars
1350,"  Excellent Product, must buy. Value for money",5.0 out of 5 stars
1351,  Good one to get it among its competitors.Decent speed transfer. No issues whatsoever till date.,5.0 out of 5 stars
1352,  You got to format it for usage.. other than that it's worth every penny.. original product..transfer speed is phenomenal,5.0 out of 5 stars
1353,  The memory card is not identified by phone. Tried in 4 different smart phones. No use. Now where to report and get the item replaced.,1.0 out of 5 stars
1354,  Very good product. I am using it for last six months but no disturbance is given by the product.,5.0 out of 5 stars
1355,  As advertised and a standard Samsung product,4.0 out of 5 stars
1356,  Excellent sd card,5.0 out of 5 stars
1357,  Card made in Philippine adopter made in China,5.0 out of 5 stars
1358,  It's fake SDXC card..... You can hardly see SDXC watermark on SD card as it is not printed properly..,1.0 out of 5 stars
1359,  Does what is supposed to do,5.0 out of 5 stars
1360,  Awesome,5.0 out of 5 stars
1361,  Best memory card. Not even single problem from many years,5.0 out of 5 stars
1362,  Worthy,5.0 out of 5 stars
1363,  Wooow......great excited,5.0 out of 5 stars
1364,"  Working fine with my Raspberry Pi, no problems with speed. Fast delivery too!",5.0 out of 5 stars
1365,  Easy and perfect fit,5.0 out of 5 stars
1366,  Very much useful for hd video recording,5.0 out of 5 stars
1367,  Class 10 really high rate data transfer. Awesome working in full frame camera.,5.0 out of 5 stars
1368,  It was all right. But after one and half years it started malfunctioning and I lost many useful data. Disappointed very much.,3.0 out of 5 stars
1369,  This a nice n reliable product. I have earlier used it n again I have purchased this product. Its functioning is quite smooth.,4.0 out of 5 stars
1370,  Best product to buy if you want to go for 32 GB memory card for your phone. It works very well with my Samsung Galaxy S7.,5.0 out of 5 stars
1371,  I really proud to use every samsung products. all samsung products are differentiated than other brands product .....it is awesome....very well worthy....,5.0 out of 5 stars
1372,  storage capacity is goodValue for moneyGood SD card,5.0 out of 5 stars
1373,"  product is very good,but Amazon 420 froud do with putting wrong discription, biggest froud.",1.0 out of 5 stars
1374,  Good choice,4.0 out of 5 stars
1375,  Read60Write100,5.0 out of 5 stars
1376,"  Excellent, superb build quality. Water proof, magnet proof, heat proof. Comes  with an adaptor also. Upload and download speed is awesome. Thanks for samsung.",5.0 out of 5 stars
1377,  Good product read and write speed also good value for moneyGenuine productUsable storage is approx 120 gb,5.0 out of 5 stars
1378,  Extremely slow. No use of 128 gb. I'm very disappointed with it's slowness.,1.0 out of 5 stars
1379,  Value for money. Gifted to my wife on her birthday so that her phone can have sufficient memory to store photos. No issues observed in almost one year.,4.0 out of 5 stars
1380,  This is used as extra GB by inserting in to Laptop which is working perfectly.,5.0 out of 5 stars
1381,  it is good product and worth of money. But reading and writing speed is not speed as mentioned there  and quality also good.,3.0 out of 5 stars
1382,  Hobby to good,5.0 out of 5 stars
1383,  Humongous space for mobile memory... Best in class and it is ultra high speed 3rd (UHS3) better than class 10... Also genuine product,5.0 out of 5 stars
1384,  expensivei buy 1500 rs this m..card,1.0 out of 5 stars
1385,  Fast and Value for money,5.0 out of 5 stars
1386,  Good one ✌️,5.0 out of 5 stars
1387,"  Got 38.60MB/s write speed and 57.31 MB/s read speed in a1 benchmark app ,used it in samsung s8",5.0 out of 5 stars
1388,  Nice buy in prime sale for ample storage on micro sd card,5.0 out of 5 stars
1389,  The data transfer rate is quite slow.. 😏,4.0 out of 5 stars
1390,  Memory card is good but it takes too much time to cut & paste in itself.,1.0 out of 5 stars
1391,  a very good product,5.0 out of 5 stars
1392,  Get 29.8 GB,5.0 out of 5 stars
1393,"  gud speed upto 80mbps on pc & 54mbps on mobile, good for 4 k recording, using in s9plus.",5.0 out of 5 stars
1394,  Nice reading speed as well as transfer speed . Really awesome product by Samsung . Thanks for such a product.,5.0 out of 5 stars
1395,  Thanks Samsung. One more feather in your cap.,5.0 out of 5 stars
1396,"  I got this product in good condition the only thing that bugs me that the packaging says it's made in Philippines but both the adapter and the SD card is made in China, overall it's a good product at genuine price at ₹500/-",4.0 out of 5 stars
1397,  .Excellent productCars Reading speed is goodStorage space is 32 gb,5.0 out of 5 stars
1398,  Works well with my Samsung galaxy s7,5.0 out of 5 stars
1399,  Nice...! Origional memory card with fast copy speedI will give 5/5 rating,5.0 out of 5 stars
1400,  I bought 128 gb memory card and it shows only 119 gb free instead of 128 gb memory where the 9 gb was used space want my refund,1.0 out of 5 stars
1401,  Good product.Using it regularly.,5.0 out of 5 stars
1402,  The price according to the market now a days is is bit too expensive... However I have no clue if there is any difference in the quality of the product.,3.0 out of 5 stars
1403,  Amazing product.i like it.i can use it in my mobile as well as camera.,5.0 out of 5 stars
1404,  Good,5.0 out of 5 stars
1405,  Good one,4.0 out of 5 stars
1406,  I used it nearly 6 month before comment but no problem at all. It is working very fast. Copy past speed also very fast. It a grate & original product by Samsung. Every body needs who wants to by 128 GB micro sd memory card,4.0 out of 5 stars
1407,  Good speed,5.0 out of 5 stars
1408,  Card is great. But inataling in a phone is lil bit pblm.,5.0 out of 5 stars
1409,  Good.,4.0 out of 5 stars
1410,  The price is nice.. very low than offline market. Everything is same as offline market. Genuine product. Worth it.,5.0 out of 5 stars
1411,  Excellent product,5.0 out of 5 stars
1412,  Good quality ..i used it more than a year ..no compliant,5.0 out of 5 stars
1413,"  Product is excellent, but high price !",4.0 out of 5 stars
1414,  quality of the product is good,5.0 out of 5 stars
1415,"  I have bought from rediff bazar and lost money of 1100 rs .But after a long gap a bought this product and I have been using since 6 months , it is nice product.",5.0 out of 5 stars
1416,  Best Best Best,5.0 out of 5 stars
1417,  Good product. Speedy performance,5.0 out of 5 stars
1418,  Dunia storage,5.0 out of 5 stars
1419,  Always trusted brand gives satisfying experience...,5.0 out of 5 stars
1420,  Good,5.0 out of 5 stars
1421,"  Always buy branded stuff or you will have to worry about sending the faulty product back. Using it for many months as of now, no issues noted.",5.0 out of 5 stars
1422,"  Speed of a SD card is amazing as it is class 10 memory card and i like very much about it is, faster delivery",5.0 out of 5 stars
1423,  Undoubtedly the best.,4.0 out of 5 stars
1424,  Go for it.value for money,5.0 out of 5 stars
1425,  This performance is as good as mentioned. It's really fast reading and fast transferring rate as class 10..,4.0 out of 5 stars
1426,  My Best Memory Card. its best in all segmant.so i recommended you.,5.0 out of 5 stars
1427,  I bought this many times already. Its good.But once i got a second hand item which i returned.,5.0 out of 5 stars
1428,  Nice product,5.0 out of 5 stars
1429,  Superb,5.0 out of 5 stars
1430,  Awesome at this price ...,5.0 out of 5 stars
1431,  Useful,5.0 out of 5 stars
1432,  Not sure about water resistance. Not like to test it. But suitable for Samsung mobile.,5.0 out of 5 stars
1433,  By far the best mSD card I have owned. Works lightning fast.,5.0 out of 5 stars
1434,  nice and great as expected from a top brand like samsung,5.0 out of 5 stars
1435,  Original product received.. working fine..,4.0 out of 5 stars
1436,  Gud one and has high speed of data transfer,5.0 out of 5 stars
1437,  Good Product,5.0 out of 5 stars
1438,  Fake product...Bought 2 from a seller named blr (id remember exactly)Both were fake...Plus its written MADE IN TAIWAN on sd card and MAND IN KOREA on surface 😂,1.0 out of 5 stars
1439,  My phone is not working this sim card is not solving problems with storage because photos and media files can be stored or transferred but not application,1.0 out of 5 stars
1440,"  Decent read/write speeds, more importantly they're consistent. Works more smoothly that internal sd card",5.0 out of 5 stars
1441,  I got the defective item. Its not working when i put it in mbl. They replaced it. But after 5 months creating issue.. not working well and hang my system when I put it lappy....,1.0 out of 5 stars
1442,  This is too good and easy to use and quality of this product was too good,5.0 out of 5 stars
1443,"  Good Storage Capacity , Read and Write Speed is Fastly 30mb,GOOD PRODUCT",5.0 out of 5 stars
1444,  Great excellent product. DATA transfer its much faster then ever. Original product.,5.0 out of 5 stars
1445,  before using i need to format it to make it work for my MI 6A phone,5.0 out of 5 stars
1446,  Only suitable for Samsung adapter and speed ok but heating while recordings videos,4.0 out of 5 stars
1447,  Working great with my Canon Powershot SX540 HS Digital Camera.,5.0 out of 5 stars
1448,  !worth for money and good delivery,5.0 out of 5 stars
1449,  Such a great deal i got from Amazon.com (as always)Packing is perfectCard is perfectAdapater is in the good qualityThank you Amazon,4.0 out of 5 stars
1450,  EXCELLENT,5.0 out of 5 stars
1451,  Serves the purpose.,3.0 out of 5 stars
1452,  Excellent Quality and no issues what so ever using since last 1 month,5.0 out of 5 stars
1453,  Good,4.0 out of 5 stars
1454,"  I received a fake/dead card, it was not even getting detected on my phone meanwhile my other card did got detected.",1.0 out of 5 stars
1455,  Good,3.0 out of 5 stars
1456,"  Best one in market, I actually remove it from the phone nearly 2 times a day eventhough it doesn't show any bugs, fastest read and copy , actually love it",5.0 out of 5 stars
1457,  the memory card is fail.i want to replace it.because the product warranty pried is running.,1.0 out of 5 stars
1458,"  GOOD AND AUTHENTIC PRODUCT, PACKAGING IS ALSO GOOD.FULLY SATISFIED!!!",5.0 out of 5 stars
1459,"  Perfect for storage soft copies, useful in all purpose, value for money & easy to install in many gadgets.",5.0 out of 5 stars
1460,  Best in class .If you want 64 gb memory then i suggest you to go for it .I have all company 64gb memory card.but samsung 64gb 2017 model is best.And i got this in 1499 so for me the best deal .I bought 2 memory card 1st time 1599 and second time 1499,5.0 out of 5 stars
1461,  good working smooth,5.0 out of 5 stars
1462,  Good,4.0 out of 5 stars
1463,  Nice & descent product at a good price.,5.0 out of 5 stars
1464,"  Bought in offer at 2009rs, worth that much.. but not above 4k",5.0 out of 5 stars
1465,  This product is not working please solve the problem and my money is refund it please refund the amount this samsung sd card 32gb is not working,1.0 out of 5 stars
1466,  Bought it for Rs.699 on lightning deal. This memory card  tranfers the files really fast than my sandisk memory card which is a class 10 memory card. Would like purchase again if want memory card in the future and i recommend it to everyone.,5.0 out of 5 stars
1467,"  No any trouble facing. Working well. Transfer speed quite low, although it's ok.",5.0 out of 5 stars
1468,  It's fakeSamsung sd card 64gbNot workingproduct that I buy Amazone.com,1.0 out of 5 stars
1469,  It is nice product to enhance your data storing capacity. Nice speed of transfer data. I using it in my samsung j7 device so good compatible with my device. Thanks amazon,4.0 out of 5 stars
1470,  Good,5.0 out of 5 stars
1471,  Write speed is very low as 7-8 mbps,3.0 out of 5 stars
1472,  Very bad productAnd no response from the company,1.0 out of 5 stars
1473,  Reading speed is good,5.0 out of 5 stars
1474,  Good,5.0 out of 5 stars
1475,  Not bad,4.0 out of 5 stars
1476,  NOTHING TO DISLIKE IN ITEVERYTHING IS PERFECTGOOD JOB BY SAMSUNG,5.0 out of 5 stars
1477,  Material and storage capacity also good,5.0 out of 5 stars
1478,  samsung sd card is always trusted product but only one mistake is the card adapter lock not work,5.0 out of 5 stars
1479,  I get full 64gb capacity and read speed of 90MBPS and write speed of 30MBPS it's better than SanDisk 64gb,5.0 out of 5 stars
1480,  Find the product fine. Working normal as expected.,5.0 out of 5 stars
1481,  Working well,5.0 out of 5 stars
1482,  It's very nice. It's storage is about 63.99gb. it's value for money and it's transfer and reading speed is better as it is of class 10.It is easy to install.,4.0 out of 5 stars
1483,  No memory card received in the packet only SD adaptor was there. Packet was already torn and memory was not in the packet.,1.0 out of 5 stars
1484,  Satisfactory product,5.0 out of 5 stars
1485,  I an using it till date.No problem no issues.,5.0 out of 5 stars
1486,  Material quality is good,4.0 out of 5 stars
1487,  A very excellent product. Great speed. My only regret is that I couldn't buy it at a good deal.,5.0 out of 5 stars
1488,  Product reviews,3.0 out of 5 stars
1489,  Good,5.0 out of 5 stars
1490,"  Product comes in a very well packaging. I have not used it yet. But it seems that it will be working perfectly. I got this product at a discount price. So, I am happy buying it.",5.0 out of 5 stars
1491,  Samsung should reduce the pricing for 256 GB & 512 GB,5.0 out of 5 stars
1492,  Got good product ..dear friends actually there are many seller name given in amazing but always purchased  from Appario Retail Private Ltd ..(seller),5.0 out of 5 stars
1493,  Nice memory card. Go for it.,4.0 out of 5 stars
1494,  Item not working in 1 month time..anyway I m trying to replace it,1.0 out of 5 stars
1495,  Good,5.0 out of 5 stars
1496,  Speed of transferring data is very good...I just love this products at this price at 1697/-and it's working well with my samsung note 8. Out of 128Gb i got 119 GB to use.,4.0 out of 5 stars
1497,"  Awesome product, Thanks Amazon",5.0 out of 5 stars
1498,  It can be used in only one mobile after some time it will be only readable.. And in other system it will say memory card is corrupted.,3.0 out of 5 stars
1499,  Nice product I got original memory card and also got 127.8gb out of 128gb,5.0 out of 5 stars
1500,  Good,1.0 out of 5 stars
1501,  Fast and perfect chip with great durable memory.,5.0 out of 5 stars
1502,  Very good products products working properly,5.0 out of 5 stars
1503,  Easy to instal,5.0 out of 5 stars
1504,  Nice...! OriginalDelivery on timeThanks for Amazon,4.0 out of 5 stars
1505,"  No problems whatsoever so far. Been using since 3 months, in my Moto G5 Plus phone.",5.0 out of 5 stars
1506,  So Many Times i received some Error regarding this type of SD card not supported in your device(Nokia 6),3.0 out of 5 stars
1507,  Nice to use,5.0 out of 5 stars
1508,"  still(more than 2 years), I am using this product without any issues.",3.0 out of 5 stars
1509,  I liked the product very much and its price is also surprising......So it's very good product,5.0 out of 5 stars
1510,  Good speed ....,4.0 out of 5 stars
1511,  Everything was good including packaging,4.0 out of 5 stars
1512,  Product is not working on many android phones. Replaced 2 of them but same issue. Ultimately have to take refund,2.0 out of 5 stars
1513,  Very nice all d way. Deserving product,5.0 out of 5 stars
1514,  Very good product. A little slow.,5.0 out of 5 stars
1515,  but not support in jio mobile 1,4.0 out of 5 stars
1516,  Awesome product easy to install and too fast data transfor and move,4.0 out of 5 stars
1517,  Setting up to use this as external memory is very pain and no instructions is provided. Speed is a bit  slow but faster than most of memory.,4.0 out of 5 stars
1518,  perfect,5.0 out of 5 stars
1519,  Very Good,5.0 out of 5 stars
1520,  It gets corrupted very often. It is total waste of money,1.0 out of 5 stars
1521,  I bought the 64 gb for my Moto Gs5 plus. The speed is great upto 40 mb per second on writing.,5.0 out of 5 stars
1522,  Best,5.0 out of 5 stars
1523,"  Good product, serving the purpose intended.",5.0 out of 5 stars
1524,  It's very ginuine product from amazon,5.0 out of 5 stars
1525,  Good,5.0 out of 5 stars
1526,  Only 59 gb is avialable.But it shows differ data in other smartphones.,5.0 out of 5 stars
1527,  dont buy its not orginal its fake full scratches,1.0 out of 5 stars
1528,  Nice,5.0 out of 5 stars
1529,  A good product from Samsung,4.0 out of 5 stars
1530,  Amazing product. Got at good price during sale. Very fast,5.0 out of 5 stars
1531,"  Complete damaged product, it's been 4 months I need to reformat it again  and again, even Amazon com care is unable to provide me warranty center of Samsung. Waste products",1.0 out of 5 stars
1532,  Good memory card....i have lasting it still now....with out any problem.....,5.0 out of 5 stars
1533,  Good product easy to install,5.0 out of 5 stars
1534,  nice product,5.0 out of 5 stars
1535,  Felt expensive compare to other brands,5.0 out of 5 stars
1536,  Good,3.0 out of 5 stars
1537,  Best sd card,5.0 out of 5 stars
1538,"  Good product, comes with sd card adapter. good for 4k video recordings.",4.0 out of 5 stars
1539,"  Nice product, but speed is just slow, and after install this card, my phone is just slower than before",3.0 out of 5 stars
1540,"  As you people mentioned thr it's not getting 100/90mbps read and write speed ,, it's only have writing speed 40mbps and below 20 or 25 sometimes write speed",4.0 out of 5 stars
1541,"  Value for money, trusted brand",4.0 out of 5 stars
1542,  Value for money.,5.0 out of 5 stars
1543,  Already I have use another one . Very good product .,4.0 out of 5 stars
1544,"  usable space is 119GB out of 128GB. Read speed 100MB/s, Write speed up to 90MB/s",5.0 out of 5 stars
1545,  AWESOME price,5.0 out of 5 stars
1546,  I'm a fan of this brands memory card and it never disappointed me.,5.0 out of 5 stars
1547,  Good products bat made in chaina,5.0 out of 5 stars
1548,  Awesome,5.0 out of 5 stars
1549,  I had problem while instalation. And i lost some of my important files also. After that i installed sucessfully by help of my friend.,3.0 out of 5 stars
1550,  Not adopt  by our mobile phone do not know the reason,3.0 out of 5 stars
1551,  I feel it is corrupted now as it has stopped some of my applications and the name of the sd card seems to be different I.e. With some symbols,3.0 out of 5 stars
1552,  Very good product and fast delivery,5.0 out of 5 stars
1553,  Well done with this product,5.0 out of 5 stars
1554,  See as usual the memory card of Samsung company are best and the for I haved booked it and I found it as I was expecting so thank u @Amazon 🙌💯💯💯,5.0 out of 5 stars
1555,  Got corrupted now.,2.0 out of 5 stars
1556,  Value for money. Speed is good,5.0 out of 5 stars
1557,  It is a high speed 85 MHz micro sd card . The quality of Samsung products is of course undisputable. In this case I got the best price as well as a quality product.,5.0 out of 5 stars
1558,  Good product,5.0 out of 5 stars
1559,  Newly purchased and inserted to the Redmi Note 8. Performance Rocks.,4.0 out of 5 stars
1560,  I book this one samsung evo ➕ 32Gb memory card..but he deleverd sandisc 16Gb memory card..,1.0 out of 5 stars
1561,"  Bought just before going to a 15 days vacation, performed as expected.",5.0 out of 5 stars
1562,  Product is OK,5.0 out of 5 stars
1563,  Good for extra memory for your mobile.,4.0 out of 5 stars
1564,"  Simply nice product by samsung. This is very usefull, you can brought it confidently.  I was very happy to get it",4.0 out of 5 stars
1565,  Its faulty product . Not working,1.0 out of 5 stars
1566,  Writing speed is not as expected or as they mentioned,3.0 out of 5 stars
1567,  Good,5.0 out of 5 stars
1568,  serves the purpose fast and reliable,5.0 out of 5 stars
1569,"  Have been working without any glitches. But only area for consideration is File Transfer Speed, which is moderate.",4.0 out of 5 stars
1570,  Very satisfied  with the product. Delivery and packaging  was smooth. Storage capacity is good. It's 64GB and 60Gb on device. Works well on samsung phones.,5.0 out of 5 stars
1571,  Good,4.0 out of 5 stars
1572,  Very Good QualityI am always love Samsung and that prize is awesomeDon't fear to buy this product friendsThanks Samsung & Amazon,5.0 out of 5 stars
1573,  Performance is average. can't see much difference in speed. Phone gets too slow when a video is played from the sd card file as compared to when played in the phone memory.,3.0 out of 5 stars
1574,  Good item,5.0 out of 5 stars
1575,  Received the product in good shape. Hope to use it soon,5.0 out of 5 stars
